"EmployeeID","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EmployeeCount","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","Over18","PercentSalaryHike","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating","Avg_Daily_Hours","Avg_Weekly_Hours","Days_off"
1740,32,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Male",5,"Research Scientist","Single",30380,1,"Y",11,8,0,10,5,10,0,8,4,4,2,1,3,7.892435,36.66466776,7
1741,50,"Yes","Travel_Frequently","Research & Development",4,2,"Medical",1,"Male",4,"Sales Representative","Married",44240,3,"Y",14,8,1,18,2,4,1,3,2,3,3,2,3,8.207367,36.36196623,18
1742,38,"No","Travel_Rarely","Research & Development",9,4,"Life Sciences",1,"Male",1,"Sales Executive","Single",43120,0,"Y",12,8,1,10,2,9,1,8,2,4,2,2,3,7.198367,31.75737473,19
1743,27,"No","Travel_Rarely","Research & Development",10,3,"Medical",1,"Male",5,"Research Scientist","Married",132450,1,"Y",23,8,1,9,3,9,0,7,3,1,3,2,4,6.449521,29.47852941,11
1744,32,"No","Travel_Rarely","Sales",1,3,"Medical",1,"Male",2,"Sales Executive","Single",136640,3,"Y",14,8,0,10,6,7,7,7,3,4,3,3,3,7.892939,37.13576797,4
1745,47,"No","Travel_Rarely","Research & Development",2,3,"Medical",1,"Female",5,"Sales Executive","Single",50210,2,"Y",17,8,0,20,3,7,1,7,4,1,3,3,3,6.676836,29.57520697,18
1746,40,"No","Travel_Frequently","Research & Development",3,4,"Medical",1,"Female",3,"Human Resources","Married",51260,5,"Y",18,8,0,20,2,18,1,12,4,1,3,3,3,8.57187,39.1795915,11
1747,53,"No","Travel_Rarely","Research & Development",7,1,"Life Sciences",1,"Male",2,"Laboratory Technician","Married",28590,3,"Y",18,8,1,32,2,5,1,3,3,3,3,3,3,6.812551,30.45653595,16
1748,41,"No","Travel_Rarely","Sales",6,3,"Medical",1,"Male",1,"Sales Executive","Divorced",102390,3,"Y",24,8,3,23,3,21,12,6,2,4,2,3,4,7.706537,35.93303922,6
1749,60,"No","Travel_Rarely","Research & Development",8,2,"Life Sciences",1,"Female",5,"Laboratory Technician","Single",53290,8,"Y",20,8,0,10,3,2,2,2,1,1,3,4,4,6.603215,29.26261983,19
1750,27,"No","Travel_Frequently","Research & Development",29,1,"Life Sciences",1,"Male",2,"Manufacturing Director","Divorced",43250,1,"Y",14,8,0,9,2,9,1,7,4,1,2,2,3,7.412207,33.83996187,11
1751,41,"No","Travel_Rarely","Research & Development",3,3,"Medical",1,"Male",1,"Manufacturing Director","Married",72600,1,"Y",16,8,0,22,2,22,2,10,4,3,3,3,3,6.236251,28.60090959,10
1752,50,"No","Travel_Rarely","Sales",9,3,"Life Sciences",1,"Male",2,"Research Scientist","Married",23220,7,"Y",25,8,1,4,0,2,2,2,4,2,3,4,4,7.406969,32.23141068,22
1753,28,"Yes","Travel_Rarely","Sales",2,4,"Life Sciences",1,"Male",3,"Research Scientist","Single",20750,7,"Y",18,8,3,10,0,7,3,7,1,2,3,2,3,8.101006,37.490561,8
1754,36,"No","Non-Travel","Research & Development",10,4,"Technical Degree",1,"Female",2,"Research Scientist","Married",41520,9,"Y",19,8,1,10,3,8,0,5,1,1,3,3,3,5.983728,27.10818083,13
1755,38,"No","Travel_Rarely","Research & Development",1,3,"Medical",1,"Female",3,"Manager","Single",96190,4,"Y",13,8,1,10,2,1,0,0,3,3,4,3,3,9.841308,43.22716231,20
1756,44,"No","Non-Travel","Research & Development",8,2,"Life Sciences",1,"Male",1,"Research Scientist","Single",135030,2,"Y",12,8,0,9,6,5,1,4,1,3,3,2,3,6.123103,27.9679793,11
1757,47,"No","Travel_Frequently","Research & Development",27,3,"Life Sciences",1,"Male",1,"Research Scientist","Divorced",54410,9,"Y",22,8,1,28,6,22,11,13,4,3,2,2,4,8.299021,36.60841503,19
1758,30,"No","Travel_Rarely","Research & Development",8,3,"Life Sciences",1,"Male",2,"Sales Executive","Divorced",52090,7,"Y",14,8,1,10,3,8,7,7,3,4,2,3,3,7.521345,35.37758715,4
1759,29,"No","Travel_Rarely","Research & Development",1,2,"Medical",1,"Female",1,"Sales Executive","Single",106730,1,"Y",13,8,3,1,2,1,0,0,3,3,3,3,3,6.429023,27.85867102,24
1760,42,"Yes","Travel_Frequently","Research & Development",10,1,"Life Sciences",1,"Female",1,"Sales Executive","Divorced",50100,6,"Y",21,8,3,7,3,2,2,2,3,3,3,3,4,9.957407,46.6522549,5
1761,43,"No","Travel_Frequently","Research & Development",26,1,"Life Sciences",1,"Male",1,"Laboratory Technician","Married",135490,3,"Y",11,8,2,7,3,2,2,2,4,4,3,3,3,7.118761,31.67237473,17
1762,34,"No","Travel_Rarely","Research & Development",2,5,"Technical Degree",1,"Male",2,"Healthcare Representative","Single",49990,3,"Y",12,8,2,10,2,5,4,3,2,3,3,4,3,6.394136,28.5760512,17
1763,23,"No","Travel_Rarely","Sales",13,3,"Marketing",1,"Male",5,"Sales Executive","Married",42210,1,"Y",11,8,1,5,4,4,0,2,2,1,4,3,3,7.80596,36.57265795,5
1764,39,"No","Travel_Rarely","Sales",2,4,"Marketing",1,"Female",4,"Healthcare Representative","Married",138720,9,"Y",12,8,3,12,3,8,3,6,3,2,1,2,3,6.285127,28.71089325,11
1765,56,"No","Travel_Rarely","Research & Development",2,4,"Medical",1,"Male",1,"Manager","Married",20420,7,"Y",12,8,0,30,6,10,1,1,3,4,2,3,3,7.095374,32.54787037,10
1766,40,"No","Travel_Rarely","Sales",9,3,"Marketing",1,"Male",2,"Research Scientist","Single",20730,0,"Y",14,8,0,5,3,4,2,3,4,4,2,3,3,8.797861,41.55216231,3
1767,27,"No","Travel_Rarely","Research & Development",10,3,"Life Sciences",1,"Female",1,"Laboratory Technician","Single",29560,8,"Y",13,8,0,9,6,7,0,7,4,1,1,3,3,7.492104,34.96973856,6
1768,29,"No","Travel_Rarely","Sales",20,3,"Marketing",1,"Female",2,"Manager","Divorced",29260,1,"Y",15,8,1,2,3,2,2,2,4,2,3,2,3,7.066662,33.39525599,3
1769,53,"No","Travel_Rarely","Research & Development",9,3,"Life Sciences",1,"Female",3,"Laboratory Technician","Single",48090,2,"Y",18,8,0,19,2,2,2,2,4,4,3,3,3,6.32583,28.16112745,19
1770,35,"No","Non-Travel","Research & Development",5,1,"Medical",1,"Male",1,"Healthcare Representative","Divorced",51630,2,"Y",18,8,2,16,4,1,0,0,4,1,4,3,3,7.077206,32.02977124,13
1771,32,"No","Travel_Frequently","Sales",4,4,"Life Sciences",1,"Male",2,"Sales Executive","Married",188440,1,"Y",19,8,0,10,3,10,4,7,1,4,3,1,3,7.808466,36.73356209,4
1772,38,"No","Travel_Rarely","Sales",10,3,"Medical",1,"Male",4,"Laboratory Technician","Married",181720,6,"Y",12,8,2,6,5,1,0,1,4,3,1,3,3,10.874642,51.17069172,4
1773,34,"No","Travel_Rarely","Research & Development",20,3,"Medical",1,"Female",3,"Laboratory Technician","Divorced",57440,3,"Y",19,8,1,7,4,0,0,0,2,1,3,2,3,6.1707,27.45542484,17
1774,52,"No","Travel_Rarely","Sales",21,5,"Technical Degree",1,"Male",3,"Manager","Married",28890,1,"Y",11,8,1,34,2,34,1,16,3,1,4,3,3,5.99546,26.20839325,22
1775,33,"Yes","Travel_Rarely","Research & Development",1,2,"Medical",1,"Male",3,"Laboratory Technician","Single",28710,1,"Y",17,8,3,10,2,10,7,8,4,4,2,3,3,9.988329,46.82230937,5
1776,25,"No","Travel_Rarely","Research & Development",8,3,"Life Sciences",1,"Male",2,"Research Scientist","Single",74840,1,"Y",15,8,0,6,3,6,1,4,3,4,2,3,3,7.716903,35.54861656,9
1777,45,"No","Travel_Rarely","Sales",2,3,"Life Sciences",1,"Male",3,"Healthcare Representative","Single",60740,0,"Y",14,8,0,9,2,8,3,1,2,3,3,3,3,5.99408,26.57808824,18
1778,23,"No","Travel_Rarely","Research & Development",23,1,"Life Sciences",1,"Female",2,"Research Scientist","Single",173280,1,"Y",17,8,1,2,2,2,0,2,1,3,3,1,3,7.997056,37.61626906,4
1779,47,"Yes","Travel_Frequently","Research & Development",4,3,"Life Sciences",1,"Male",1,"Research Director","Single",27740,4,"Y",13,8,1,8,2,5,1,3,2,3,3,3,3,10.009682,45.14017429,14
1780,34,"No","Travel_Rarely","Research & Development",12,3,"Technical Degree",1,"Male",1,"Research Scientist","Single",45050,1,"Y",12,8,0,6,3,6,1,4,4,4,3,3,3,7.804073,34.88713508,17
1781,55,"Yes","Travel_Rarely","Human Resources",7,3,"Human Resources",1,"Male",4,"Laboratory Technician","Married",74280,5,"Y",12,8,0,24,2,5,1,4,4,1,3,3,3,8.050948,35.67608932,19
1782,36,"No","Non-Travel","Research & Development",7,2,"Life Sciences",1,"Male",5,"Sales Executive","Single",116310,1,"Y",18,8,1,10,2,10,0,9,1,1,3,1,3,7.396367,34.09456972,9
1783,52,"No","Non-Travel","Research & Development",1,4,"Life Sciences",1,"Male",5,"Sales Executive","Married",97380,0,"Y",18,8,2,5,2,4,1,2,4,4,3,3,3,7.24582,32.09488562,18
1784,26,"No","Travel_Frequently","Research & Development",2,2,"Life Sciences",1,"Male",1,"Manufacturing Director","Divorced",28350,3,"Y",11,8,1,5,2,2,2,0,1,4,3,3,3,7.090755,31.00872004,22
1785,29,"No","Travel_Rarely","Research & Development",10,2,"Medical",1,"Male",3,"Manufacturing Director","Married",169590,4,"Y",14,8,3,11,5,8,1,1,2,3,2,3,3,6.27973,28.43928649,13
1786,26,"Yes","Travel_Rarely","Research & Development",15,2,"Life Sciences",1,"Male",2,"Laboratory Technician","Single",26130,6,"Y",19,8,1,6,2,4,1,2,4,1,NA,3,3,6.197632,27.94269063,15
1787,34,"No","Travel_Rarely","Research & Development",14,4,"Technical Degree",1,"Male",2,"Manufacturing Director","Single",61460,2,"Y",12,8,0,10,3,4,1,3,2,4,3,3,3,6.203041,27.48027778,18
1788,54,"No","Travel_Rarely","Research & Development",18,4,"Medical",1,"Female",2,"Laboratory Technician","Divorced",49630,9,"Y",15,8,1,9,2,5,1,4,4,1,3,3,3,8.896373,39.24566449,19
1789,27,"No","Travel_Frequently","Research & Development",13,2,"Life Sciences",1,"Female",4,"Research Scientist","Married",195370,0,"Y",12,8,0,5,5,4,1,1,3,4,3,3,3,6.805051,31.63325708,7
1790,37,"No","Travel_Rarely","Sales",2,4,"Technical Degree",1,"Male",2,"Manufacturing Director","Divorced",61720,0,"Y",11,8,0,6,1,5,4,3,4,1,2,3,3,9.499685,42.08607843,18
1791,38,"No","Travel_Frequently","Sales",2,4,"Life Sciences",1,"Female",2,"Research Scientist","Single",23680,6,"Y",11,8,1,17,3,15,4,12,1,1,3,3,3,10.821924,51.15131264,3
1792,34,"No","Travel_Rarely","Sales",2,3,"Marketing",1,"Male",1,"Sales Representative","Single",103120,1,"Y",12,8,0,6,2,6,1,3,3,1,3,3,3,6.887651,31.19645969,14
1793,35,"No","Travel_Rarely","Research & Development",5,4,"Medical",1,"Male",3,"Manager","Married",16750,1,"Y",16,8,0,3,6,3,0,2,1,4,2,2,3,7.802331,35.63193355,11
1794,30,"No","Travel_Rarely","Research & Development",20,3,"Medical",1,"Male",1,"Laboratory Technician","Married",25230,3,"Y",13,8,1,7,2,2,0,2,4,3,3,3,3,7.192341,31.69440632,19
1795,40,"No","Travel_Frequently","Research & Development",10,4,"Medical",1,"Male",2,"Manufacturing Director","Married",65670,1,"Y",13,8,1,8,3,8,3,7,3,2,3,4,3,6.371434,28.87092593,13
1796,34,"No","Travel_Rarely","Research & Development",10,3,"Life Sciences",1,"Male",3,"Healthcare Representative","Married",47390,5,"Y",24,8,2,6,2,3,1,2,3,1,3,3,4,7.893173,34.81641068,19
1797,42,"No","Travel_Frequently","Research & Development",9,4,"Medical",1,"Male",1,"Manufacturing Director","Divorced",92080,1,"Y",15,8,1,24,2,24,14,9,2,4,2,4,3,7.821308,34.81495098,18
1798,23,"Yes","Travel_Rarely","Sales",2,3,"Medical",1,"Female",4,"Manufacturing Director","Married",45590,1,"Y",18,8,1,1,2,0,0,0,3,1,3,2,3,7.996997,37.63080065,4
1799,24,"No","Non-Travel","Sales",1,5,"Marketing",1,"Female",1,"Manufacturing Director","Divorced",81890,1,"Y",14,8,1,1,3,1,0,0,3,2,3,3,3,6.749404,30.18244553,16
1800,52,"No","Travel_Rarely","Research & Development",29,3,"Life Sciences",1,"Male",2,"Manufacturing Director","Married",29420,8,"Y",11,8,1,9,1,5,1,4,4,3,3,2,3,6.058954,27.55488562,13
1801,50,"No","Travel_Rarely","Research & Development",8,4,"Life Sciences",1,"Male",2,"Sales Executive","Married",49410,5,"Y",11,8,1,30,3,4,0,3,3,3,3,1,3,6.363879,29.59360022,8
1802,29,"Yes","Travel_Rarely","Sales",2,4,"Marketing",1,"Female",4,"Research Scientist","Married",106500,1,"Y",13,8,2,1,2,1,0,0,2,1,3,4,3,10.674197,50.44357843,3
1803,33,"No","Travel_Rarely","Research & Development",3,4,"Life Sciences",1,"Male",4,"Manufacturing Director","Married",59020,0,"Y",12,8,1,14,2,13,3,7,3,3,4,3,3,6.994115,30.72238562,20
1804,33,"Yes","Travel_Rarely","Research & Development",23,5,"Life Sciences",1,"Male",1,"Human Resources","Single",86390,5,"Y",16,8,2,6,3,3,0,2,1,1,3,2,3,8.022935,35.39469499,19
1805,47,"No","Travel_Rarely","Research & Development",6,4,"Other",1,"Male",2,"Manager","Married",63470,1,"Y",14,8,0,26,2,26,3,0,3,4,2,4,3,9.50291,42.85293573,15
1806,36,"No","Travel_Rarely","Sales",6,3,"Medical",1,"Female",2,"Sales Executive","Married",42000,0,"Y",22,8,0,10,3,9,0,5,3,2,3,3,4,7.68601,35.71061002,7
1807,29,"No","Travel_Rarely","Research & Development",10,3,"Other",1,"Male",1,"Research Scientist","Married",34520,1,"Y",11,8,0,10,3,10,0,7,3,3,3,2,3,7.68804,34.23785948,17
1808,58,"Yes","Travel_Rarely","Research & Development",24,3,"Other",1,"Female",2,"Research Scientist","Single",43170,7,"Y",17,8,0,40,2,31,13,8,4,2,3,3,3,8.896928,41.00397603,9
1809,35,"No","Travel_Rarely","Sales",10,4,"Marketing",1,"Female",1,"Research Scientist","Single",26320,3,"Y",13,8,3,7,3,2,2,2,4,3,3,4,3,7.759775,36.21133442,6
1810,42,"No","Travel_Rarely","Sales",15,1,"Marketing",1,"Male",2,"Laboratory Technician","Married",46680,9,"Y",18,8,2,8,2,4,0,2,4,4,3,3,3,10.498053,47.34745098,15
1811,28,"Yes","Travel_Rarely","Research & Development",19,4,"Medical",1,"Female",2,"Sales Executive","Single",32040,6,"Y",16,8,1,5,4,2,2,1,3,3,2,2,3,6.219219,27.83100763,16
1812,36,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Male",2,"Healthcare Representative","Married",27200,4,"Y",14,8,1,8,3,5,0,4,3,2,3,3,3,6.59018,29.20614379,18
1813,32,"No","Travel_Rarely","Research & Development",3,1,"Medical",1,"Male",2,"Manufacturing Director","Married",171810,1,"Y",14,8,0,14,2,14,6,8,NA,3,3,2,3,7.992938,37.44777233,5
1814,40,"No","Travel_Frequently","Sales",9,3,"Marketing",1,"Male",3,"Manufacturing Director","Single",22380,6,"Y",14,8,0,10,3,1,0,0,1,3,3,3,3,6.905995,31.81902505,10
1815,30,"No","Travel_Rarely","Research & Development",7,3,"Technical Degree",1,"Male",2,"Research Director","Single",14830,5,"Y",13,8,0,12,3,0,0,0,3,4,2,3,3,9.401965,44.2447549,4
1816,45,"No","Travel_Rarely","Research & Development",10,4,"Life Sciences",1,"Male",1,"Research Director","Single",56050,1,"Y",12,8,2,1,2,1,0,0,2,3,3,3,3,6.602196,29.61985294,16
1817,42,"No","Travel_Rarely","Research & Development",20,2,"Medical",1,"Male",2,"Sales Representative","Married",72950,1,"Y",15,8,0,10,3,9,7,8,2,2,2,3,3,7.626457,34.23588235,15
1818,38,"No","Travel_Frequently","Sales",4,3,"Medical",1,"Male",2,"Research Scientist","Divorced",23060,2,"Y",19,8,1,13,5,4,1,2,1,1,2,3,3,7.593122,33.77027233,18
1819,34,"No","Travel_Frequently","Research & Development",7,4,"Life Sciences",1,"Male",3,"Laboratory Technician","Single",23480,1,"Y",14,8,1,6,3,5,1,3,3,4,3,3,3,6.90913,30.49404684,19
1820,49,"Yes","Travel_Rarely","Sales",7,2,"Life Sciences",1,"Female",2,"Healthcare Representative","Married",89980,1,"Y",14,8,2,9,2,9,7,7,3,4,4,4,3,6.31304,27.85327887,19
1821,55,"Yes","Travel_Rarely","Human Resources",16,3,"Technical Degree",1,"Male",4,"Manufacturing Director","Single",43190,4,"Y",11,8,0,12,3,9,7,3,3,4,2,4,3,6.389932,29.92108388,5
1822,43,"No","Travel_Rarely","Research & Development",25,2,"Medical",1,"Male",2,"Healthcare Representative","Married",61320,6,"Y",13,8,0,22,3,4,1,0,2,1,3,2,3,7.285554,33.00606754,13
1823,27,"No","Travel_Rarely","Sales",2,4,"Medical",1,"Male",2,"Manager","Divorced",33460,1,"Y",21,8,1,9,2,9,0,8,3,4,3,2,4,10.525373,49.53795207,4
1824,35,"No","Travel_Rarely","Research & Development",1,3,"Medical",1,"Male",1,"Research Director","Single",108550,3,"Y",13,8,1,17,2,8,1,6,3,3,4,3,3,7.024024,30.9819281,20
1825,28,"No","Travel_Rarely","Sales",1,2,"Technical Degree",1,"Female",1,"Sales Executive","Married",22310,1,"Y",12,8,0,8,3,8,7,5,2,2,3,2,3,9.911441,46.63872549,5
1826,34,"No","Travel_Rarely","Sales",2,5,"Life Sciences",1,"Male",4,"Research Scientist","Married",23230,0,"Y",17,8,0,4,2,3,0,2,3,4,1,3,3,6.913745,31.85831155,10
1827,26,"Yes","Travel_Frequently","Research & Development",22,4,"Other",1,"Female",1,"Sales Executive","Married",20240,1,"Y",23,8,0,8,2,8,1,7,3,3,3,3,4,8.012555,35.66253268,18
1828,27,"No","Non-Travel","Sales",1,3,"Technical Degree",1,"Female",1,"Sales Executive","Married",27130,1,"Y",11,8,0,0,2,0,0,0,4,4,2,3,3,7.24949,31.97114379,19
1829,51,"No","Travel_Rarely","Sales",16,3,"Medical",1,"Male",3,"Research Scientist","Married",94390,2,"Y",15,8,3,29,0,20,4,17,1,3,2,3,3,6.081764,28.01966776,10
1830,44,"No","Travel_Rarely","Sales",24,5,"Medical",1,"Female",1,"Sales Executive","Single",25660,9,"Y",11,8,1,10,3,5,2,3,4,2,2,3,3,6.295519,28.29489107,15
1831,25,"No","Travel_Rarely","Research & Development",17,3,"Medical",1,"Male",1,"Laboratory Technician","Single",199260,7,"Y",11,8,3,6,5,4,0,1,1,1,2,4,3,6.377412,28.11793028,19
1832,33,"No","Travel_Rarely","Research & Development",8,4,"Life Sciences",1,"Male",3,"Laboratory Technician","Divorced",24510,1,"Y",13,8,1,9,3,9,0,8,1,1,3,2,3,6.02336,26.46161765,21
1833,35,"No","Travel_Rarely","Sales",6,4,"Medical",1,"Female",2,"Manager","Single",94190,1,"Y",24,8,1,6,5,6,1,1,3,1,2,2,4,6.895604,30.28107298,20
1834,36,"No","Travel_Rarely","Sales",10,4,"Marketing",1,"Male",3,"Manager","Married",86860,1,"Y",13,8,0,18,2,18,4,11,2,4,2,3,3,9.710835,44.33909041,11
1835,32,"No","Travel_Rarely","Research & Development",3,4,"Medical",1,"Female",4,"Sales Executive","Divorced",30380,2,"Y",20,8,0,8,3,5,0,3,2,4,2,3,4,7.831357,34.71931373,19
1836,30,"No","Travel_Frequently","Research & Development",4,5,"Medical",1,"Male",5,"Sales Representative","Divorced",30580,9,"Y",14,8,1,10,2,5,0,3,2,4,2,3,3,6.379906,28.53300109,16
1837,53,"No","Travel_Rarely","Sales",6,3,"Marketing",1,"Male",4,"Sales Executive","Married",23250,7,"Y",18,8,1,35,1,5,0,4,1,4,3,4,3,10.363846,47.33309368,11
1838,45,"No","Travel_Rarely","Research & Development",1,5,"Technical Degree",1,"Male",2,"Healthcare Representative","Divorced",20880,4,"Y",15,8,3,18,2,5,0,2,4,1,3,3,3,8.491445,37.11916667,21
1839,32,"No","Travel_Rarely","Sales",10,3,"Marketing",1,"Female",1,"Human Resources","Married",30720,5,"Y",12,8,0,9,4,5,1,3,3,3,2,1,3,6.63394,30.70523965,8
1840,52,"No","Travel_Frequently","Research & Development",1,1,"Life Sciences",1,"Male",2,"Laboratory Technician","Married",50060,3,"Y",16,8,1,31,2,9,0,0,3,4,3,3,3,7.627006,34.38790305,14
1841,37,"No","Travel_Rarely","Sales",24,2,"Life Sciences",1,"Female",4,"Laboratory Technician","Divorced",42570,4,"Y",15,8,0,9,2,1,0,0,4,3,3,3,3,6.10294,28.36368192,7
1842,28,"No","Travel_Rarely","Research & Development",21,4,"Life Sciences",1,"Female",1,"Healthcare Representative","Divorced",25000,1,"Y",16,8,2,6,3,5,0,4,2,4,3,3,3,6.290356,29.38251089,6
1843,22,"No","Travel_Rarely","Research & Development",2,2,"Life Sciences",1,"Male",1,"Sales Representative","Married",11020,6,"Y",19,8,0,4,3,2,2,2,4,4,1,2,3,6.472758,28.30929194,23
1844,44,"No","Travel_Rarely","Research & Development",22,3,"Medical",1,"Female",1,"Laboratory Technician","Married",104530,2,"Y",11,8,1,10,2,3,0,2,1,4,2,3,3,10.991958,52.17304466,2
1845,42,"No","Travel_Frequently","Sales",13,4,"Life Sciences",1,"Female",2,"Laboratory Technician","Single",22880,5,"Y",16,8,1,8,4,2,2,2,2,4,3,2,3,8.005261,37.33604575,6
1846,36,"No","Travel_Rarely","Research & Development",14,3,"Other",1,"Male",2,"Research Scientist","Married",39290,0,"Y",24,8,0,6,6,5,0,3,1,1,3,2,4,7.60523,33.98837691,16
1847,25,"No","Travel_Rarely","Sales",11,3,"Life Sciences",1,"Female",1,"Laboratory Technician","Married",23110,1,"Y",11,8,1,5,2,5,0,3,3,1,3,3,3,10.396101,47.09989107,13
1848,35,"No","Travel_Rarely","Research & Development",9,2,"Life Sciences",1,"Female",1,"Healthcare Representative","Married",31400,1,"Y",13,8,1,17,2,17,5,15,4,3,3,2,3,8.777905,39.06159041,17
1849,35,"Yes","Travel_Frequently","Sales",8,2,"Marketing",1,"Female",1,"Laboratory Technician","Divorced",36900,1,"Y",13,8,1,10,2,10,7,8,4,2,NA,4,3,9.974883,45.56821351,11
1850,32,"No","Non-Travel","Research & Development",21,3,"Life Sciences",1,"Male",1,"Sales Executive","Divorced",44500,0,"Y",13,8,0,4,3,3,0,2,4,4,3,3,3,7.898708,34.53873094,22
1851,25,"No","Travel_Rarely","Sales",5,3,"Marketing",1,"Female",4,"Research Scientist","Married",27560,1,"Y",12,8,2,5,2,5,0,3,3,1,4,3,3,7.782481,35.11898148,14
1852,49,"No","Travel_Rarely","Sales",9,3,"Technical Degree",1,"Female",2,"Sales Representative","Married",190330,2,"Y",18,8,1,7,5,4,0,2,3,1,3,3,3,7.517453,34.1994281,13
1853,24,"No","Non-Travel","Research & Development",2,5,"Technical Degree",1,"Male",2,"Healthcare Representative","Married",187220,0,"Y",22,8,1,6,3,5,3,4,1,4,2,3,4,7.592136,34.38262527,14
1854,32,"No","Travel_Frequently","Research & Development",12,5,"Medical",1,"Male",1,"Research Scientist","Married",95470,1,"Y",13,8,1,10,3,10,5,3,2,2,3,2,3,6.819207,31.04029412,12
1855,38,"No","Travel_Rarely","Sales",22,2,"Medical",1,"Male",1,"Sales Executive","Married",137340,0,"Y",13,8,0,3,3,2,1,2,2,2,3,4,3,6.937852,32.23744009,7
1856,42,"No","Travel_Rarely","Research & Development",18,1,"Technical Degree",1,"Female",2,"Research Scientist","Married",199990,2,"Y",23,8,1,17,6,5,1,3,3,4,2,3,4,9.599523,43.8462146,12
1857,31,"No","Travel_Rarely","Research & Development",16,3,"Life Sciences",1,"Female",3,"Sales Executive","Married",22790,3,"Y",12,8,1,8,3,6,0,2,4,4,3,3,3,10.097115,44.53741285,19
1858,29,"Yes","Travel_Rarely","Sales",3,3,"Marketing",1,"Male",3,"Laboratory Technician","Divorced",59160,6,"Y",12,8,0,5,2,3,0,2,2,3,3,3,3,9.408225,44.45270697,3
1859,53,"No","Travel_Rarely","Research & Development",9,3,"Life Sciences",1,"Male",1,"Sales Representative","Married",20890,5,"Y",16,8,0,28,2,2,2,2,1,4,3,2,3,6.412746,27.7796024,23
1860,35,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences",1,"Male",3,"Healthcare Representative","Married",167920,3,"Y",12,8,1,16,3,13,4,8,4,2,3,4,3,7.119609,33.0774183,7
1861,37,"No","Travel_Frequently","Research & Development",13,4,"Life Sciences",1,"Female",3,"Human Resources","Married",35640,5,"Y",11,8,0,10,1,5,0,0,3,4,3,1,3,7.401235,34.39633442,7
1862,53,"No","Travel_Rarely","Research & Development",1,1,"Medical",1,"Male",1,"Sales Executive","Single",44250,6,"Y",22,8,1,33,2,12,3,8,4,4,3,4,4,6.695521,30.99526688,8
1863,43,"No","Travel_Frequently","Research & Development",1,3,"Medical",1,"Male",1,"Laboratory Technician","Married",52650,4,"Y",11,8,1,12,4,5,2,2,4,4,2,3,3,7.641501,33.85755447,18
1864,47,"No","Travel_Rarely","Sales",15,4,"Marketing",1,"Female",3,"Research Director","Married",65530,0,"Y",15,8,0,8,2,7,7,7,3,4,3,3,3,10.676667,47.33482571,18
1865,37,"No","Non-Travel","Research & Development",1,5,"Medical",1,"Female",2,"Research Scientist","Single",62610,1,"Y",12,8,0,10,1,10,0,9,1,2,3,3,3,8.275651,38.11574619,10
1866,50,"No","Non-Travel","Research & Development",17,3,"Medical",1,"Female",1,"Laboratory Technician","Divorced",42980,1,"Y",20,8,1,31,6,31,14,7,1,1,3,3,4,6.584802,28.66588235,23
1867,39,"No","Travel_Rarely","Research & Development",1,3,"Other",1,"Female",3,"Human Resources","Married",68040,8,"Y",14,8,1,13,3,5,0,4,4,4,3,2,3,6.92785,31.53015251,12
1868,33,"No","Travel_Rarely","Sales",7,3,"Life Sciences",1,"Male",2,"Manufacturing Director","Divorced",38150,3,"Y",11,8,1,7,3,4,0,3,4,2,4,3,3,9.42671,43.62338235,8
1869,32,"Yes","Travel_Rarely","Research & Development",9,1,"Medical",1,"Female",1,"Laboratory Technician","Single",27410,1,"Y",15,8,1,1,5,1,0,1,1,4,1,2,3,9.998582,44.90230937,16
1870,29,"No","Travel_Rarely","Research & Development",5,4,"Life Sciences",1,"Female",4,"Healthcare Representative","Divorced",66730,6,"Y",12,8,1,8,2,4,0,3,1,4,3,4,3,6.395423,29.84802288,6
1871,44,"No","Travel_Rarely","Research & Development",26,2,"Life Sciences",1,"Male",2,"Manufacturing Director","Married",76390,1,"Y",14,8,0,8,6,8,7,1,2,1,3,3,3,9.81653,43.68404684,17
1872,28,"No","Travel_Rarely","Sales",24,5,"Life Sciences",1,"Female",1,"Research Scientist","Single",23280,1,"Y",11,8,2,4,3,4,0,2,1,4,3,3,3,6.429394,28.61902505,18
1873,58,"Yes","Travel_Frequently","Sales",9,2,"Technical Degree",1,"Male",1,"Sales Executive","Divorced",21530,9,"Y",11,8,0,3,3,1,0,0,4,4,2,3,3,10.503386,48.198061,10
1874,43,"No","Travel_Rarely","Sales",7,4,"Marketing",1,"Male",2,"Sales Executive","Divorced",48760,4,"Y",16,8,2,4,4,1,0,0,1,2,4,3,3,6.603794,30.41174837,9
1875,20,"Yes","Travel_Rarely","Research & Development",11,3,"Medical",1,"Male",2,"Sales Executive","Single",93960,1,"Y",12,8,0,2,6,2,0,2,3,3,2,1,3,7.130231,33.10953704,7
